Feature,Importance
CustomerID_AC-100003,6.52603800775186e-10
CustomerID_AC-105674,6.43223468637718e-10
CustomerID_AC-105709,6.405659147935362e-10
TransactionDate_2024-05-08,6.389458515250954e-10
CustomerID_AC-106348,6.37940684093017e-10
CustomerID_AC-107199,6.338604495147415e-10
CustomerID_AC-105144,6.333145091489388e-10
CustomerID_AC-100540,6.260869355320663e-10
CustomerID_AC-107543,6.254809121848466e-10
TransactionDate_2024-04-22,6.240079107870965e-10
CustomerID_AC-109680,6.220128049549968e-10
TransactionDate_2024-11-06,6.205538959604867e-10
TransactionDate_2024-05-28,6.204572415301527e-10
TransactionDate_2024-09-14,6.147628903063718e-10
CustomerID_AC-107216,6.127346570065535e-10
CustomerID_AC-102551,6.125761641087899e-10
CustomerID_AC-103779,6.067353970083468e-10
TransactionDate_2024-10-14,6.047075704365605e-10
TransactionDate_2025-01-08,6.046596099500654e-10
TransactionDate_2024-03-07,6.032540789835727e-10
TransactionDate_2025-01-02,6.003695501888055e-10
CustomerID_AC-106474,5.957832405950538e-10
CustomerID_AC-108083,5.895397933371111e-10
TransactionDate_2024-03-06,5.866288665742079e-10
CustomerID_AC-106855,5.799296091131326e-10
CustomerID_AC-103274,5.762327097098592e-10
CustomerID_AC-107605,5.740897090872503e-10
CustomerID_AC-101547,5.702416898445304e-10
CustomerID_AC-107777,5.660335034499375e-10
TransactionDate_2025-04-13,5.623296755753198e-10
CustomerID_AC-107469,5.601434196640134e-10
CustomerID_AC-106776,5.598869114282046e-10
TransactionDate_2024-08-10,5.590894278510696e-10
TransactionDate_2025-01-23,5.581883083084829e-10
CustomerID_AC-108994,5.533261187139125e-10
TransactionDate_2025-06-26,5.493663308590584e-10
CustomerID_AC-105745,5.46839491764793e-10
TransactionDate_2024-04-07,5.453608730519269e-10
CustomerID_AC-101224,5.417323236718404e-10
CustomerID_AC-102854,5.328605645723241e-10
TransactionDate_2024-09-27,5.320625307785419e-10
CustomerID_AC-104778,5.317791144614776e-10
TransactionDate_2024-07-20,5.312662681079002e-10
TransactionDate_2024-02-05,5.301388738402881e-10
TransactionDate_2024-03-08,5.291807301290439e-10
CustomerID_AC-106952,5.236249196102047e-10
TransactionDate_2024-09-09,5.20754987114639e-10
CustomerID_AC-109386,5.207100932246681e-10
CustomerID_AC-108151,5.115648706284242e-10
CustomerID_AC-108400,5.115118441175554e-10
CustomerID_AC-107055,5.112484315561768e-10
TransactionDate_2024-10-30,5.104046368587915e-10
TransactionDate_2024-03-25,5.054883984445253e-10
TransactionDate_2024-09-05,4.998027897994748e-10
CustomerID_AC-101345,4.878029278741637e-10
CustomerID_AC-109649,4.871336132781136e-10
CustomerID_AC-103228,4.863290076974492e-10
CustomerID_AC-108539,4.843630393034257e-10
TransactionDate_2024-12-04,4.793494841786441e-10
TransactionDate_2024-12-05,4.78275928171178e-10
CustomerID_AC-104442,4.761098438255343e-10
CustomerID_AC-100033,4.750473765675795e-10
CustomerID_AC-100350,4.744089256172885e-10
CustomerID_AC-105536,4.742608963067502e-10
CustomerID_AC-105924,4.739864112915038e-10
CustomerID_AC-109750,4.727212343147603e-10
CustomerID_AC-104519,4.714898285910183e-10
TransactionDate_2024-11-11,4.712184621918084e-10
TransactionDate_2025-06-23,4.685737996778742e-10
CustomerID_AC-109479,4.678914738378736e-10
CustomerID_AC-102356,4.675850892975814e-10
CustomerID_AC-100272,4.675230241654745e-10
CustomerID_AC-102705,4.651471002348444e-10
CustomerID_AC-102910,4.5941101585804344e-10
TransactionDate_2025-06-21,4.56959081661126e-10
TransactionDate_2025-06-10,4.5467494749689343e-10
TransactionDate_2024-11-27,4.546425858071432e-10
CustomerID_AC-106899,4.5370905325319256e-10
CustomerID_AC-106448,4.5352480479122587e-10
TransactionDate_2024-02-26,4.531762567369399e-10
CustomerID_AC-109186,4.5186929884693876e-10
TransactionDate_2024-11-18,4.506870503968637e-10
CustomerID_AC-101765,4.478832838527778e-10
CustomerID_AC-106052,4.4674096027696296e-10
CustomerID_AC-109831,4.462341470289527e-10
TransactionDate_2024-12-30,4.455813779371714e-10
TransactionDate_2025-04-05,4.4425070805500597e-10
CustomerID_AC-107783,4.404770904612544e-10
CustomerID_AC-109245,4.365980423401572e-10
TransactionDate_2024-04-05,4.359309314132265e-10
CustomerID_AC-109760,4.33216305396887e-10
TransactionDate_2024-10-01,4.3239459060153925e-10
TransactionDate_2025-06-06,4.315456557715027e-10
CustomerID_AC-109001,4.246731527476914e-10
TransactionDate_2024-01-22,4.1969064279114317e-10
CustomerID_AC-101251,4.186585276519547e-10
CustomerID_AC-107219,4.180508150620941e-10
CustomerID_AC-105319,4.1615862121239934e-10
TransactionDate_2025-01-29,4.121283506305858e-10
CustomerID_AC-108373,4.1045997217983233e-10
CustomerID_AC-104005,4.1043173058715095e-10
CustomerID_AC-108337,4.096931556620718e-10
TransactionDate_2025-01-31,4.0918066093164207e-10
CustomerID_AC-109527,4.083919449396306e-10
TransactionDate_2024-07-16,4.070600736929699e-10
CustomerID_AC-100046,4.0506344315894456e-10
CustomerID_AC-109270,4.0215964989019237e-10
CustomerID_AC-109590,4.0169275303382136e-10
CustomerID_AC-105352,3.9884787646630525e-10
TransactionDate_2025-05-05,3.982543423072066e-10
CustomerID_AC-100109,3.9638961873069313e-10
CustomerID_AC-106575,3.9466099606384887e-10
CustomerID_AC-106638,3.938973829084478e-10
CustomerID_AC-102034,3.9236805300103185e-10
TransactionDate_2024-01-24,3.893416574068235e-10
TransactionDate_2024-04-23,3.89083863587661e-10
TransactionDate_2024-06-28,3.8830940458690255e-10
TransactionDate_2024-08-28,3.832798717351654e-10
CustomerID_AC-105439,3.825876135160827e-10
TransactionDate_2024-08-23,3.8013084040581065e-10
TransactionDate_2025-02-26,3.7947838209176336e-10
CustomerID_AC-108782,3.7844852613747247e-10
CustomerID_AC-104058,3.7767058342261054e-10
CustomerID_AC-106928,3.772754033174958e-10
CustomerID_AC-105263,3.750546534286081e-10
CustomerID_AC-100927,3.7141318004280785e-10
CustomerID_AC-106097,3.6951018706618534e-10
CustomerID_AC-109277,3.6901504627953647e-10
CustomerID_AC-103796,3.6864873850525536e-10
TransactionDate_2025-05-26,3.655165487610057e-10
TransactionDate_2024-08-30,3.650628833442375e-10
CustomerID_AC-104543,3.6467065075929203e-10
TransactionDate_2024-12-01,3.6434548878979476e-10
TransactionDate_2024-03-21,3.6393560281953066e-10
CustomerID_AC-101707,3.615977336468528e-10
CustomerID_AC-102438,3.597763062756551e-10
CustomerID_AC-107296,3.5845036252045064e-10
CustomerID_AC-105388,3.5753325329813517e-10
CustomerID_AC-102141,3.56015475916573e-10
CustomerID_AC-103676,3.550985168668495e-10
CustomerID_AC-105364,3.5353616728378966e-10
CustomerID_AC-104983,3.5181741341324217e-10
CustomerID_AC-108216,3.4923943716300585e-10
TransactionDate_2025-02-27,3.467243051950283e-10
CustomerID_AC-109786,3.4396316928014796e-10
CustomerID_AC-103321,3.4389524933006503e-10
TransactionDate_2024-01-08,3.438733250602713e-10
TransactionDate_2025-04-22,3.431600540919311e-10
TransactionDate_2025-06-19,3.3953771419811545e-10
TransactionDate_2025-03-06,3.3797580057417073e-10
CustomerID_AC-109785,3.364403977653849e-10
CustomerID_AC-102994,3.36250968176929e-10
CustomerID_AC-103797,3.3609936306485e-10
CustomerID_AC-100519,3.3217154455256556e-10
TransactionDate_2025-04-29,3.32032317615878e-10
CustomerID_AC-100779,3.3110610947754636e-10
CustomerID_AC-109970,3.2574650113313746e-10
CustomerID_AC-105325,3.250909912808984e-10
CustomerID_AC-107183,3.2410637212373126e-10
CustomerID_AC-102617,3.223825334060973e-10
CustomerID_AC-101452,3.216248242079809e-10
CustomerID_AC-109485,3.1885780537975424e-10
CustomerID_AC-109255,3.186870029168473e-10
CustomerID_AC-103241,3.169391422006789e-10
TransactionDate_2024-08-20,3.1682973444718505e-10
TransactionDate_2024-02-07,3.142034884064491e-10
CustomerID_AC-100262,3.134973144931884e-10
TransactionDate_2025-02-01,3.127990871775713e-10
CustomerID_AC-107323,3.127078839362041e-10
CustomerID_AC-109449,3.1158473525523425e-10
CustomerID_AC-107723,3.1157014024421845e-10
CustomerID_AC-101336,3.114507184392944e-10
CustomerID_AC-108620,3.1143203269201735e-10
CustomerID_AC-100770,3.090385057882911e-10
CustomerID_AC-104540,3.0891590276205594e-10
CustomerID_AC-106444,3.079738748732297e-10
CustomerID_AC-105776,3.060216358103684e-10
CustomerID_AC-108934,3.0564644895261975e-10
CustomerID_AC-105521,3.0539164219062834e-10
TransactionDate_2025-06-14,3.0486150092823074e-10
TransactionDate_2024-11-25,3.036066309031435e-10
CustomerID_AC-100886,3.0345018332668126e-10
TransactionDate_2024-06-11,3.0262457291555505e-10
CustomerID_AC-105556,3.017307037218975e-10
CustomerID_AC-104228,3.016571859470901e-10
CustomerID_AC-106025,2.9867328186673927e-10
CustomerID_AC-102624,2.984313070887334e-10
CustomerID_AC-104717,2.966170624158292e-10
CustomerID_AC-108697,2.9403958579185153e-10
TransactionDate_2024-03-13,2.926637780460102e-10
TransactionDate_2024-06-05,2.9179554424445956e-10
TransactionDate_2024-10-18,2.887587874303856e-10
TransactionDate_2024-01-17,2.8874571100319563e-10
TransactionDate_2025-02-15,2.856062068949566e-10
CustomerID_AC-103453,2.8483882246527216e-10
CustomerID_AC-109110,2.847929774279136e-10
TransactionDate_2024-02-25,2.8236925973408e-10
CustomerID_AC-101862,2.820826200288102e-10
CustomerID_AC-109080,2.8153768199509093e-10
TransactionDate_2025-01-25,2.760675714902646e-10
CustomerID_AC-100615,2.758343323357919e-10
CustomerID_AC-105506,2.7424336270742817e-10
CustomerID_AC-104342,2.7103350246121276e-10
CustomerID_AC-100231,2.69694661955268e-10
TransactionDate_2025-03-19,2.67996123492542e-10
TransactionDate_2025-04-26,2.667885808186482e-10
TransactionDate_2025-05-10,2.646789993150797e-10
CustomerID_AC-106207,2.6432097108764733e-10
TransactionDate_2024-02-04,2.635760129939766e-10
TransactionDate_2024-04-20,2.612897676226461e-10
TransactionDate_2024-06-20,2.6127744608819817e-10
CustomerID_AC-100099,2.6067331570208875e-10
CustomerID_AC-104440,2.601134669728512e-10
CustomerID_AC-106865,2.586373692698174e-10
CustomerID_AC-100848,2.574907379228872e-10
TransactionDate_2024-06-07,2.5713606244726056e-10
CustomerID_AC-105194,2.556727747865445e-10
CustomerID_AC-108509,2.553732768760941e-10
TransactionDate_2025-03-11,2.531992763980999e-10
TransactionDate_2024-04-25,2.526456462612324e-10
CustomerID_AC-103847,2.5101215854332796e-10
CustomerID_AC-106499,2.469786579949025e-10
TransactionDate_2025-06-20,2.4660241116457367e-10
CustomerID_AC-102963,2.449577563878697e-10
TransactionDate_2025-01-05,2.4455071756815585e-10
CustomerID_AC-109041,2.4413791741504594e-10
TransactionDate_2025-03-23,2.426975586535984e-10
TransactionDate_2024-12-24,2.4084416494043065e-10
CustomerID_AC-103874,2.4016515769293377e-10
CustomerID_AC-109508,2.398211796313789e-10
CustomerID_AC-107967,2.388840620718072e-10
CustomerID_AC-106245,2.387455076930599e-10
CustomerID_AC-103022,2.386013062042636e-10
CustomerID_AC-101173,2.375863199210115e-10
CustomerID_AC-100727,2.355027255722517e-10
CustomerID_AC-100404,2.3544653296904047e-10
CustomerID_AC-104376,2.353833488799318e-10
CustomerID_AC-105541,2.352712255827963e-10
TransactionDate_2024-12-20,2.352180691680652e-10
TransactionDate_2024-01-27,2.349892097698444e-10
CustomerID_AC-102652,2.3272454563912426e-10
CustomerID_AC-107264,2.3157403828377884e-10
CustomerID_AC-108778,2.3149113214196857e-10
CustomerID_AC-103399,2.303917394289876e-10
CustomerID_AC-101395,2.300178032113985e-10
TransactionDate_2024-07-25,2.2889097328765905e-10
CustomerID_AC-105235,2.285440268479883e-10
CustomerID_AC-106674,2.278163858110818e-10
CustomerID_AC-104907,2.2675201352771257e-10
TransactionDate_2024-08-02,2.2666599404600438e-10
CustomerID_AC-101921,2.2607265969176734e-10
CustomerID_AC-102158,2.2452649338239524e-10
TransactionDate_2024-11-03,2.233753140646039e-10
CustomerID_AC-104473,2.2155161305325104e-10
TransactionDate_2024-06-27,2.2070349377063038e-10
CustomerID_AC-106876,2.198939755695205e-10
CustomerID_AC-106922,2.16503541150067e-10
CustomerID_AC-104294,2.1357406744283879e-10
CustomerID_AC-103464,2.134735335035658e-10
CustomerID_AC-103100,2.1264513023974716e-10
CustomerID_AC-108297,2.1263062521864396e-10
TransactionDate_2024-05-11,2.1200597190720047e-10
CustomerID_AC-104222,2.058645962224239e-10
CustomerID_AC-100442,2.055360392927933e-10
CustomerID_AC-109189,2.035188887531897e-10
TransactionDate_2025-01-21,2.0287627977303188e-10
CustomerID_AC-106541,2.0205905718460088e-10
CustomerID_AC-109816,2.011319646682647e-10
CustomerID_AC-109331,2.0111195400659738e-10
CustomerID_AC-109161,2.0022676483090187e-10
CustomerID_AC-105206,1.9945744489534205e-10
CustomerID_AC-103730,1.9890645243958664e-10
TransactionDate_2025-04-20,1.9844691866156059e-10
CustomerID_AC-107560,1.983290423964548e-10
CustomerID_AC-107903,1.9758255886104324e-10
CustomerID_AC-106946,1.9752574755111696e-10
TransactionDate_2025-01-09,1.9672823523328424e-10
CustomerID_AC-108594,1.9643737489773472e-10
CustomerID_AC-102018,1.9600941825653569e-10
CustomerID_AC-103799,1.9581436933774894e-10
TransactionDate_2024-06-13,1.956683068836319e-10
CustomerID_AC-102364,1.9553017815521076e-10
CustomerID_AC-105617,1.9435806194492528e-10
CustomerID_AC-104320,1.9370617731357828e-10
CustomerID_AC-108810,1.9307788525833428e-10
CustomerID_AC-100275,1.9157127744485662e-10
TransactionDate_2024-02-08,1.9121844191811983e-10
CustomerID_AC-103414,1.9084315563322374e-10
TransactionDate_2025-01-03,1.895090413463143e-10
CustomerID_AC-101371,1.867820668528392e-10
CustomerID_AC-107799,1.856947255102159e-10
CustomerID_AC-105874,1.8365533675639503e-10
CustomerID_AC-106146,1.835676387611075e-10
CustomerID_AC-105061,1.8237338039643693e-10
CustomerID_AC-101406,1.82059520950594e-10
CustomerID_AC-107348,1.8158500438817668e-10
CustomerID_AC-101777,1.800453576697086e-10
CustomerID_AC-103056,1.7916206586835552e-10
CustomerID_AC-102428,1.785681597520542e-10
CustomerID_AC-106274,1.7794051549142764e-10
CustomerID_AC-101022,1.7598012051764054e-10
TransactionDate_2024-10-04,1.75672572629808e-10
CustomerID_AC-104954,1.738813059505735e-10
CustomerID_AC-108527,1.7351389833092443e-10
CustomerID_AC-109397,1.7281143847981848e-10
TransactionDate_2024-05-02,1.7208840083295165e-10
TransactionDate_2024-01-09,1.7073690844375561e-10
CustomerID_AC-105912,1.7019308864463393e-10
TransactionDate_2024-06-25,1.701027210254669e-10
CustomerID_AC-103366,1.6955736039403284e-10
CustomerID_AC-109262,1.6825676792011027e-10
CustomerID_AC-108935,1.644512492697784e-10
TransactionDate_2024-05-05,1.6294934628375256e-10
CustomerID_AC-108308,1.628367181118962e-10
CustomerID_AC-100974,1.621481475488172e-10
TransactionDate_2025-02-05,1.6190814002253558e-10
CustomerID_AC-103522,1.6023934647076604e-10
CustomerID_AC-109134,1.6006169244115218e-10
TransactionDate_2024-01-28,1.594957695581285e-10
TransactionDate_2025-04-16,1.5903543172991984e-10
CustomerID_AC-104397,1.5863664533221965e-10
CustomerID_AC-102239,1.5826155296950598e-10
TransactionDate_2024-07-06,1.5821414919049714e-10
CustomerID_AC-106105,1.5734106231373922e-10
CustomerID_AC-102626,1.5726634483556773e-10
CustomerID_AC-102620,1.5637037298759343e-10
CustomerID_AC-106278,1.5633693200611337e-10
CustomerID_AC-103076,1.5605555734457632e-10
CustomerID_AC-105646,1.5605494476177064e-10
TransactionDate_2024-03-22,1.5566204282176324e-10
CustomerID_AC-104772,1.55202935855102e-10
CustomerID_AC-104036,1.5510486009480744e-10
CustomerID_AC-102807,1.5507441165891743e-10
CustomerID_AC-108269,1.5418405666524992e-10
TransactionDate_2025-05-12,1.5353133553896474e-10
CustomerID_AC-104325,1.534333802132837e-10
TransactionDate_2024-04-10,1.5243146901824507e-10
TransactionDate_2024-09-22,1.524118943964736e-10
TransactionDate_2024-12-26,1.5231015547866024e-10
CustomerID_AC-108361,1.520066679263542e-10
CustomerID_AC-107413,1.5191581243055153e-10
CustomerID_AC-108641,1.5109406729528496e-10
TransactionDate_2024-11-05,1.5040462297293763e-10
TransactionDate_2025-01-20,1.4904090648381487e-10
TransactionDate_2024-10-02,1.4802321332903604e-10
TransactionDate_2024-03-24,1.4711759087379803e-10
TransactionDate_2025-05-22,1.4588312279893208e-10
CustomerID_AC-105808,1.4558700819683863e-10
TransactionDate_2025-05-07,1.453406850408949e-10
CustomerID_AC-104988,1.4512801474461883e-10
CustomerID_AC-100492,1.449137219213427e-10
CustomerID_AC-108070,1.446668513429169e-10
CustomerID_AC-107000,1.4451305042813474e-10
CustomerID_AC-103987,1.444403684858653e-10
CustomerID_AC-109304,1.440581388691202e-10
CustomerID_AC-102752,1.4328788968145534e-10
CustomerID_AC-106643,1.4323313956734084e-10
TransactionDate_2024-12-19,1.4316915993278652e-10
CustomerID_AC-106617,1.4315660548542546e-10
CustomerID_AC-104198,1.4312647750260495e-10
CustomerID_AC-106736,1.430228149674884e-10
CustomerID_AC-109260,1.4285106613781052e-10
CustomerID_AC-104640,1.4218712899734345e-10
CustomerID_AC-108891,1.4129834478739436e-10
CustomerID_AC-104692,1.4108324656532865e-10
CustomerID_AC-109773,1.4096120585324064e-10
CustomerID_AC-104288,1.4076927209722527e-10
TransactionDate_2024-02-11,1.4046091526437146e-10
TransactionDate_2025-03-30,1.3941530812837823e-10
TransactionDate_2024-12-18,1.3916087083646076e-10
CustomerID_AC-103818,1.380470695279605e-10
CustomerID_AC-100450,1.379918614436936e-10
CustomerID_AC-109967,1.378916771732747e-10
TransactionDate_2024-07-13,1.3757132888191773e-10
TransactionDate_2025-04-24,1.3732374344032509e-10
TransactionDate_2024-11-19,1.3724564191229347e-10
CustomerID_AC-104689,1.3718698817954504e-10
CustomerID_AC-103423,1.3695185514852705e-10
CustomerID_AC-106240,1.3686391951607985e-10
CustomerID_AC-109888,1.3659913139345815e-10
CustomerID_AC-104719,1.349730450784938e-10
CustomerID_AC-103845,1.3310371768912624e-10
CustomerID_AC-102972,1.330247132580253e-10
CustomerID_AC-104937,1.3282426870847073e-10
TransactionDate_2025-03-02,1.3276271449225158e-10
CustomerID_AC-106081,1.3239233700219574e-10
CustomerID_AC-107717,1.323798806722796e-10
TransactionDate_2025-02-18,1.3217366139726852e-10
CustomerID_AC-102479,1.3181071453205469e-10
CustomerID_AC-106439,1.3157935199311777e-10
TransactionDate_2025-02-20,1.305138625459885e-10
TransactionDate_2024-12-15,1.304228592382376e-10
CustomerID_AC-106860,1.303626485636707e-10
CustomerID_AC-101759,1.293573873177315e-10
CustomerID_AC-103903,1.2846355578184365e-10
CustomerID_AC-105743,1.2791681722691126e-10
TransactionDate_2024-11-12,1.2759129964426198e-10
CustomerID_AC-108418,1.27437288474279e-10
CustomerID_AC-104650,1.2694386212317507e-10
CustomerID_AC-102384,1.2675907665932557e-10
TransactionDate_2024-06-29,1.2609404926053876e-10
CustomerID_AC-104187,1.2547858740982189e-10
CustomerID_AC-105772,1.2504611336124766e-10
CustomerID_AC-105043,1.2497963771258343e-10
CustomerID_AC-102233,1.2477129134046113e-10
CustomerID_AC-103961,1.2424996266127912e-10
CustomerID_AC-106181,1.230937866939156e-10
CustomerID_AC-105379,1.22771076162343e-10
CustomerID_AC-102264,1.2267416401360513e-10
CustomerID_AC-100345,1.2267134783067877e-10
TransactionDate_2025-03-09,1.2205559361110917e-10
CustomerID_AC-106421,1.2098742700733992e-10
CustomerID_AC-104610,1.207570336135927e-10
TransactionDate_2024-04-30,1.2052948725817536e-10
CustomerID_AC-109066,1.2017839965106337e-10
CustomerID_AC-107370,1.1998776983473894e-10
CustomerID_AC-100758,1.1952316529075254e-10
CustomerID_AC-104951,1.1932721589625034e-10
CustomerID_AC-100896,1.1931414496197842e-10
CustomerID_AC-105584,1.1928736846657189e-10
TransactionDate_2025-04-07,1.189090563758964e-10
TransactionDate_2025-04-10,1.1840143145092813e-10
CustomerID_AC-100600,1.1834092895478301e-10
CustomerID_AC-104884,1.1749315327248516e-10
TransactionDate_2025-03-01,1.1705405825516948e-10
TransactionDate_2025-01-30,1.1672286083269753e-10
TransactionDate_2024-03-10,1.1610549145857762e-10
CustomerID_AC-100952,1.1596403524922135e-10
CustomerID_AC-106861,1.1584119154394456e-10
TransactionDate_2024-04-24,1.151564979368113e-10
TransactionDate_2025-06-15,1.1501269357269328e-10
TransactionDate_2024-12-06,1.1390149834845191e-10
CustomerID_AC-109268,1.137800393806404e-10
CustomerID_AC-100652,1.1229574937894108e-10
CustomerID_AC-105129,1.1217926693387136e-10
TransactionDate_2024-12-08,1.1211457726027614e-10
CustomerID_AC-108780,1.1047531240659652e-10
TransactionDate_2025-03-04,1.0994970248330616e-10
CustomerID_AC-106085,1.095084916703606e-10
CustomerID_AC-103219,1.0873303889296385e-10
CustomerID_AC-102644,1.0862443197077837e-10
CustomerID_AC-106598,1.0817624042912151e-10
CustomerID_AC-100706,1.0792376509569876e-10
TransactionDate_2024-05-30,1.0719221186370138e-10
CustomerID_AC-100113,1.0710682621270566e-10
CustomerID_AC-106058,1.0662336722604458e-10
CustomerID_AC-101225,1.0626011581707478e-10
CustomerID_AC-106459,1.0568497889680799e-10
CustomerID_AC-105184,1.0445244787252299e-10
CustomerID_AC-100773,1.0281055272760019e-10
TransactionDate_2024-12-27,1.0242951273053873e-10
TransactionDate_2024-09-19,1.0181338243885619e-10
CustomerID_AC-100295,1.0178663678135569e-10
CustomerID_AC-100111,1.013185446658953e-10
CustomerID_AC-104375,1.0128958591762152e-10
CustomerID_AC-101438,1.0058263830741468e-10
CustomerID_AC-109802,1.0055443526625485e-10
TransactionDate_2024-10-24,1.0007620428626566e-10
CustomerID_AC-105974,1.0000369033129946e-10
CustomerID_AC-108029,9.929507365253474e-11
CustomerID_AC-101296,9.825555194310081e-11
CustomerID_AC-103387,9.805935387918394e-11
CustomerID_AC-106750,9.700634107199658e-11
TransactionDate_2024-08-07,9.696502376747055e-11
CustomerID_AC-104462,9.670177740468913e-11
CustomerID_AC-104165,9.621927968002295e-11
CustomerID_AC-101274,9.542058428958959e-11
CustomerID_AC-101351,9.385535402612308e-11
CustomerID_AC-108881,9.374624820698724e-11
CustomerID_AC-102189,9.33617064040673e-11
CustomerID_AC-106694,9.284814516709801e-11
CustomerID_AC-100750,9.241801851998718e-11
CustomerID_AC-107385,9.176347134207915e-11
CustomerID_AC-109256,9.16058666984994e-11
CustomerID_AC-109382,9.155572083586427e-11
CustomerID_AC-105828,9.149901008635349e-11
CustomerID_AC-102861,9.12754210966267e-11
CustomerID_AC-102880,9.07826994728389e-11
CustomerID_AC-108415,9.06256339474724e-11
CustomerID_AC-101196,9.051708965497909e-11
CustomerID_AC-103024,8.931604870338763e-11
CustomerID_AC-109589,8.902544765902461e-11
CustomerID_AC-100011,8.892837174983475e-11
CustomerID_AC-107892,8.85689780826521e-11
CustomerID_AC-100021,8.718131457485612e-11
CustomerID_AC-103068,8.669483529711104e-11
CustomerID_AC-103292,8.638250406490624e-11
TransactionDate_2024-03-23,8.631345490510665e-11
CustomerID_AC-108736,8.593246899079382e-11
CustomerID_AC-101516,8.57322966415245e-11
CustomerID_AC-100038,8.551693765385907e-11
CustomerID_AC-100175,8.525242336987024e-11
CustomerID_AC-108724,8.508201462448487e-11
CustomerID_AC-101422,8.430873608200561e-11
CustomerID_AC-109439,8.421078527559536e-11
CustomerID_AC-106813,8.319188609607366e-11
TransactionDate_2025-02-10,8.233690348725502e-11
CustomerID_AC-105514,8.199194389241463e-11
CustomerID_AC-106480,8.175555330998438e-11
TransactionDate_2024-12-12,8.161547668354536e-11
CustomerID_AC-107351,8.160139976610745e-11
CustomerID_AC-100708,8.085451567210592e-11
TransactionDate_2025-06-01,8.06711305452458e-11
CustomerID_AC-106524,8.028143709982028e-11
CustomerID_AC-104677,8.023649502201236e-11
CustomerID_AC-106360,8.005144351884865e-11
TransactionDate_2025-05-18,8.00513403831196e-11
CustomerID_AC-100922,7.974396117924211e-11
CustomerID_AC-109619,7.899311616500897e-11
TransactionDate_2024-07-30,7.867051966848625e-11
CustomerID_AC-105578,7.819091968695428e-11
CustomerID_AC-107761,7.795767682598633e-11
CustomerID_AC-107728,7.733363381464803e-11
CustomerID_AC-107151,7.721476965690706e-11
TransactionDate_2024-09-29,7.710007596289287e-11
CustomerID_AC-104748,7.66878657871478e-11
CustomerID_AC-102811,7.52845909955283e-11
CustomerID_AC-100637,7.439588339790801e-11
CustomerID_AC-105217,7.432365008199604e-11
CustomerID_AC-108824,7.302395440821856e-11
TransactionDate_2025-01-12,7.287129704363649e-11
CustomerID_AC-100142,7.257056017783759e-11
TransactionDate_2024-04-14,7.255554633300783e-11
TransactionDate_2024-12-02,7.238883958021769e-11
CustomerID_AC-103351,7.218829123211276e-11
CustomerID_AC-109676,7.190965151612477e-11
CustomerID_AC-106669,7.189759121432766e-11
TransactionDate_2024-06-23,7.127575762020663e-11
CustomerID_AC-108344,7.091840309064042e-11
CustomerID_AC-107378,7.083023421553749e-11
CustomerID_AC-103470,7.081035360397627e-11
CustomerID_AC-101174,7.070384325101844e-11
TransactionDate_2024-03-31,7.038057710279001e-11
TransactionDate_2025-03-08,6.926813393278115e-11
CustomerID_AC-100753,6.924462228495839e-11
CustomerID_AC-105775,6.846765607255496e-11
CustomerID_AC-109612,6.836891390496917e-11
TransactionDate_2024-09-17,6.642129271438366e-11
CustomerID_AC-101510,6.592353577364832e-11
CustomerID_AC-108191,6.537529965713582e-11
CustomerID_AC-105475,6.502153454049132e-11
CustomerID_AC-105489,6.493847414143112e-11
CustomerID_AC-102259,6.493086860604918e-11
TransactionDate_2024-08-06,6.440109025364168e-11
CustomerID_AC-108100,6.435802331308168e-11
CustomerID_AC-108873,6.380506367807924e-11
CustomerID_AC-103680,6.380113876626906e-11
CustomerID_AC-100814,6.359984015352899e-11
CustomerID_AC-108779,6.354288036055564e-11
TransactionDate_2024-05-15,6.323544553257903e-11
CustomerID_AC-102172,6.320237672513072e-11
TransactionDate_2024-04-11,6.271411684854088e-11
CustomerID_AC-102569,6.206770670314168e-11
CustomerID_AC-106188,6.118539941285144e-11
CustomerID_AC-106991,6.106871310171676e-11
CustomerID_AC-101677,6.062652283175014e-11
CustomerID_AC-100205,6.039089583434207e-11
CustomerID_AC-106143,6.03343144603739e-11
CustomerID_AC-100639,5.981504943809907e-11
CustomerID_AC-105415,5.97948344685089e-11
CustomerID_AC-105399,5.940993850894909e-11
CustomerID_AC-103648,5.912860398829657e-11
CustomerID_AC-102346,5.910807878442781e-11
CustomerID_AC-104314,5.883132240271781e-11
CustomerID_AC-101463,5.849182499435486e-11
CustomerID_AC-100297,5.83494373917245e-11
TransactionDate_2024-05-03,5.833727831830699e-11
CustomerID_AC-103362,5.7227661557068324e-11
CustomerID_AC-105064,5.6678512407224116e-11
CustomerID_AC-100221,5.596249709540245e-11
CustomerID_AC-106239,5.560988115826014e-11
CustomerID_AC-107101,5.540802730853458e-11
CustomerID_AC-108456,5.5253436936326916e-11
CustomerID_AC-105223,5.480039458237726e-11
TransactionDate_2024-05-21,5.4502768881983675e-11
CustomerID_AC-103904,5.4372181808516285e-11
CustomerID_AC-102147,5.425924039895582e-11
CustomerID_AC-105978,5.3918058839804296e-11
CustomerID_AC-108531,5.344127158831199e-11
CustomerID_AC-107340,5.151434101364481e-11
TransactionDate_2025-04-02,5.134918974380296e-11
TransactionDate_2024-04-29,5.134353170014635e-11
CustomerID_AC-107801,5.132054458903439e-11
