Feature,Importance
CustomerID_AC-109225,5.093326429628054e-11
CustomerID_AC-105836,5.0908453131162386e-11
CustomerID_AC-101467,5.0386327648893534e-11
CustomerID_AC-109641,4.9902425061686336e-11
CustomerID_AC-102949,4.9689419580383515e-11
TransactionDate_2025-03-22,4.9504762444463484e-11
CustomerID_AC-102437,4.9225089672295854e-11
CustomerID_AC-102327,4.858829746438732e-11
CustomerID_AC-100894,4.823419549912904e-11
CustomerID_AC-100566,4.797178056589368e-11
CustomerID_AC-100203,4.714208996242686e-11
TransactionDate_2024-06-04,4.650033759300218e-11
CustomerID_AC-109232,4.6490763600379386e-11
CustomerID_AC-100260,4.6303725599420724e-11
TransactionDate_2024-05-20,4.610978330720938e-11
CustomerID_AC-105784,4.61052812904757e-11
CustomerID_AC-101714,4.6060183257488176e-11
CustomerID_AC-109682,4.569261987562202e-11
TransactionDate_2025-03-12,4.5584225525098546e-11
CustomerID_AC-109757,4.550319791167615e-11
CustomerID_AC-103403,4.5210823151374635e-11
TransactionDate_2024-07-03,4.509715858703435e-11
CustomerID_AC-102025,4.5057595511035755e-11
CustomerID_AC-102501,4.445439449083751e-11
TransactionDate_2025-02-12,4.43621155790968e-11
CustomerID_AC-105004,4.400185555390303e-11
CustomerID_AC-105986,4.351558186858287e-11
CustomerID_AC-101969,4.2756434613695106e-11
CustomerID_AC-106197,4.2638212231715174e-11
TransactionDate_2025-06-22,4.219547725966519e-11
TransactionDate_2025-02-22,4.217937479951711e-11
CustomerID_AC-108184,4.2017346858588854e-11
CustomerID_AC-102328,4.16617821137743e-11
CustomerID_AC-103529,4.152636868388911e-11
TransactionDate_2024-10-20,4.1430239860201406e-11
TransactionDate_2024-06-22,4.122900634283997e-11
CustomerID_AC-102866,4.112382523045666e-11
CustomerID_AC-103344,4.0703646971252686e-11
CustomerID_AC-101150,4.021624539646365e-11
CustomerID_AC-106462,4.0206986707338034e-11
CustomerID_AC-109510,3.975458405931272e-11
CustomerID_AC-106302,3.965377414836578e-11
CustomerID_AC-106511,3.951862896266097e-11
CustomerID_AC-108718,3.950193928076977e-11
CustomerID_AC-102692,3.940898980886213e-11
CustomerID_AC-102432,3.916644088154219e-11
TransactionDate_2025-03-29,3.900207835919034e-11
CustomerID_AC-104561,3.88221398685976e-11
CustomerID_AC-108310,3.778885355924117e-11
CustomerID_AC-104074,3.760040340395293e-11
CustomerID_AC-105605,3.7546675232769576e-11
CustomerID_AC-106868,3.75461668312126e-11
CustomerID_AC-109534,3.711640630245429e-11
CustomerID_AC-107589,3.6952639335263906e-11
TransactionDate_2024-05-06,3.688759915352241e-11
CustomerID_AC-109179,3.667938375500928e-11
CustomerID_AC-102662,3.65967205176017e-11
CustomerID_AC-109049,3.655657834115309e-11
CustomerID_AC-105481,3.641994903305902e-11
CustomerID_AC-107147,3.634242149752058e-11
CustomerID_AC-100379,3.58370111652508e-11
CustomerID_AC-102542,3.498538250479333e-11
CustomerID_AC-107825,3.49492132409893e-11
TransactionDate_2024-05-19,3.4814793921017236e-11
CustomerID_AC-108175,3.4701098789357677e-11
CustomerID_AC-107775,3.4469894547745006e-11
CustomerID_AC-106896,3.444813266297799e-11
CustomerID_AC-101051,3.4284712046111884e-11
CustomerID_AC-102612,3.420952102489827e-11
CustomerID_AC-107729,3.417786631823193e-11
CustomerID_AC-100567,3.3870488409808087e-11
TransactionDate_2024-10-22,3.3480149668981454e-11
CustomerID_AC-102343,3.345221259664735e-11
CustomerID_AC-107599,3.288876870792498e-11
TransactionDate_2024-05-27,3.288459663769143e-11
CustomerID_AC-107681,3.259202838935166e-11
CustomerID_AC-103276,3.2505216996102135e-11
CustomerID_AC-100504,3.1647419317834823e-11
CustomerID_AC-106267,3.163755493325677e-11
CustomerID_AC-104309,3.127982870579065e-11
CustomerID_AC-103663,3.1275945602961106e-11
CustomerID_AC-103899,3.113235502997918e-11
CustomerID_AC-103095,3.10059541797043e-11
TransactionDate_2024-09-07,3.098563327908976e-11
CustomerID_AC-109440,3.079579135706224e-11
CustomerID_AC-108907,3.078862988971454e-11
CustomerID_AC-103982,3.062247012208521e-11
CustomerID_AC-101876,3.061046797682066e-11
CustomerID_AC-108156,3.033661731405596e-11
CustomerID_AC-106670,2.995439813763807e-11
CustomerID_AC-106732,2.9829634361480245e-11
CustomerID_AC-103041,2.964152935208371e-11
CustomerID_AC-107701,2.957834489353423e-11
CustomerID_AC-102730,2.945644140505453e-11
CustomerID_AC-100755,2.934437273623121e-11
CustomerID_AC-100244,2.9233040756202256e-11
CustomerID_AC-103587,2.9157000966800764e-11
CustomerID_AC-105391,2.915427665379932e-11
CustomerID_AC-102056,2.901731000431352e-11
CustomerID_AC-108872,2.891007110577692e-11
CustomerID_AC-105669,2.87691208477107e-11
CustomerID_AC-103283,2.813172606388921e-11
CustomerID_AC-100280,2.7894458161959552e-11
CustomerID_AC-100900,2.779223279225194e-11
CustomerID_AC-104858,2.7260827852646383e-11
CustomerID_AC-108248,2.7163976154960708e-11
CustomerID_AC-103723,2.7154774219952072e-11
CustomerID_AC-102990,2.71387023404209e-11
CustomerID_AC-107943,2.706877551550928e-11
CustomerID_AC-104200,2.6918831034568692e-11
CustomerID_AC-107755,2.6831175136171644e-11
CustomerID_AC-100846,2.6797792948668263e-11
TransactionDate_2025-04-11,2.662909149967445e-11
CustomerID_AC-104669,2.6376373612447253e-11
CustomerID_AC-103826,2.6353178295839647e-11
CustomerID_AC-100320,2.621463992578136e-11
CustomerID_AC-108099,2.5576318391688148e-11
TransactionDate_2025-05-01,2.5516734031751474e-11
CustomerID_AC-108583,2.5190439480652666e-11
CustomerID_AC-102605,2.4891731104634194e-11
CustomerID_AC-101730,2.476372669552102e-11
CustomerID_AC-107011,2.468462628001648e-11
TransactionDate_2025-04-17,2.4682750581768222e-11
TransactionDate_2025-03-05,2.432789929950628e-11
CustomerID_AC-109070,2.418141067201265e-11
TransactionDate_2024-12-23,2.398608527886479e-11
CustomerID_AC-105958,2.394628199428826e-11
CustomerID_AC-100347,2.3835927815656497e-11
CustomerID_AC-109231,2.3523045518937557e-11
CustomerID_AC-105473,2.342529424934215e-11
CustomerID_AC-108817,2.30252535377539e-11
CustomerID_AC-104007,2.298605551379971e-11
CustomerID_AC-108864,2.2976734739263194e-11
CustomerID_AC-103065,2.272112083827978e-11
CustomerID_AC-105037,2.2481300004215594e-11
CustomerID_AC-105497,2.24440058137365e-11
CustomerID_AC-107325,2.2394444861373173e-11
CustomerID_AC-104992,2.234831489771723e-11
CustomerID_AC-100026,2.222181882869204e-11
CustomerID_AC-100145,2.2130205411223928e-11
CustomerID_AC-108674,2.1935250962276838e-11
CustomerID_AC-101100,2.1853001395316586e-11
CustomerID_AC-100712,2.174917425457893e-11
CustomerID_AC-102669,2.168098945735834e-11
CustomerID_AC-104259,2.156219192541827e-11
CustomerID_AC-108964,2.141730052444224e-11
CustomerID_AC-109051,2.1374239920802382e-11
TransactionDate_2024-04-18,2.1161528756485267e-11
TransactionDate_2025-04-23,2.0978420102320077e-11
TransactionDate_2024-12-25,2.093761316248619e-11
TransactionDate_2025-03-31,2.087480925411828e-11
CustomerID_AC-100307,2.0755652840985257e-11
CustomerID_AC-105619,2.0728502940548617e-11
CustomerID_AC-108380,2.0618862185304152e-11
CustomerID_AC-106203,2.0123854196384212e-11
TransactionDate_2024-08-17,2.0116451880994063e-11
CustomerID_AC-107479,1.9980397376080287e-11
CustomerID_AC-102697,1.9798138498811264e-11
CustomerID_AC-109474,1.9732085093407633e-11
CustomerID_AC-106051,1.9565011898233452e-11
CustomerID_AC-101478,1.9486176490446806e-11
CustomerID_AC-109132,1.9330776679606765e-11
CustomerID_AC-100524,1.9248178220504405e-11
CustomerID_AC-104987,1.9167656306995316e-11
CustomerID_AC-102348,1.916507799557044e-11
CustomerID_AC-104641,1.9034304536829934e-11
CustomerID_AC-104916,1.865070838201862e-11
CustomerID_AC-104591,1.8566102624561955e-11
CustomerID_AC-103760,1.849904915901775e-11
CustomerID_AC-100108,1.839330907219231e-11
CustomerID_AC-101866,1.8348892334179688e-11
CustomerID_AC-100550,1.8055053571854357e-11
CustomerID_AC-101299,1.8018340640776855e-11
CustomerID_AC-102758,1.801358973592314e-11
CustomerID_AC-109069,1.792928949957216e-11
CustomerID_AC-102642,1.780628569865086e-11
CustomerID_AC-107854,1.778043406063262e-11
CustomerID_AC-102977,1.763835338620501e-11
CustomerID_AC-105137,1.743286993077718e-11
CustomerID_AC-105262,1.734330027819183e-11
CustomerID_AC-108912,1.7304481000534966e-11
CustomerID_AC-104846,1.7302745918772896e-11
TransactionDate_2024-02-10,1.7290283579574508e-11
CustomerID_AC-105315,1.728463969333923e-11
TransactionDate_2025-02-04,1.7103686242793613e-11
CustomerID_AC-100876,1.7056058399929812e-11
CustomerID_AC-105318,1.7035244900263672e-11
CustomerID_AC-102111,1.6678159322554774e-11
CustomerID_AC-102815,1.6671687394201477e-11
CustomerID_AC-107748,1.650314541747621e-11
CustomerID_AC-104911,1.6118470618748453e-11
CustomerID_AC-106184,1.6089065540878665e-11
CustomerID_AC-101380,1.6048487046405648e-11
CustomerID_AC-107294,1.599950139135739e-11
TransactionDate_2024-01-06,1.595493935292869e-11
CustomerID_AC-108202,1.587578713856346e-11
CustomerID_AC-109390,1.56842964920106e-11
CustomerID_AC-100474,1.5680037224984338e-11
CustomerID_AC-107920,1.506376069990767e-11
TransactionDate_2025-06-24,1.5055460266232436e-11
CustomerID_AC-108504,1.498348117143166e-11
TransactionDate_2024-09-15,1.4335298751170289e-11
CustomerID_AC-103364,1.409549934765454e-11
CustomerID_AC-103153,1.4068870809311243e-11
CustomerID_AC-109733,1.40432359868329e-11
CustomerID_AC-100725,1.4037758253058966e-11
CustomerID_AC-100926,1.4015228340229606e-11
CustomerID_AC-105301,1.4005871994093398e-11
CustomerID_AC-103719,1.3901600272472683e-11
CustomerID_AC-105948,1.3893835808106038e-11
CustomerID_AC-105707,1.3795031141098979e-11
CustomerID_AC-105927,1.3791393749480283e-11
CustomerID_AC-100218,1.37284330987779e-11
TransactionDate_2024-03-16,1.337783995021465e-11
CustomerID_AC-105838,1.3138635558523515e-11
CustomerID_AC-104649,1.2980776805512557e-11
CustomerID_AC-103418,1.2979198499663613e-11
CustomerID_AC-100287,1.2877849088363418e-11
CustomerID_AC-104679,1.2792179080077022e-11
TransactionDate_2025-04-06,1.2766188606963318e-11
CustomerID_AC-100137,1.254791996293468e-11
CustomerID_AC-108446,1.2507287809681305e-11
CustomerID_AC-103728,1.2349896608607913e-11
CustomerID_AC-104982,1.230452887295735e-11
TransactionDate_2024-04-28,1.2278505000415702e-11
TransactionDate_2024-07-09,1.2261896535646143e-11
CustomerID_AC-102373,1.2232757112935393e-11
CustomerID_AC-109310,1.2086862429394912e-11
CustomerID_AC-100511,1.1994253586830333e-11
CustomerID_AC-102234,1.1929356003769843e-11
CustomerID_AC-106261,1.1869422201808704e-11
CustomerID_AC-105156,1.1830831587530698e-11
TransactionDate_2024-01-16,1.1725645623885698e-11
CustomerID_AC-109765,1.1312737679303294e-11
CustomerID_AC-104280,1.1177402002263988e-11
CustomerID_AC-106522,1.0954288564032877e-11
CustomerID_AC-106657,1.0875133740061473e-11
CustomerID_AC-109860,1.0638939864020954e-11
CustomerID_AC-101243,1.0596795705192424e-11
CustomerID_AC-105654,1.0589759943156364e-11
CustomerID_AC-102695,1.0490886695439878e-11
CustomerID_AC-106793,1.0443405007927366e-11
CustomerID_AC-107772,1.0395293279328902e-11
TransactionDate_2024-10-09,1.0332515311377783e-11
CustomerID_AC-103549,1.0297472351559711e-11
CustomerID_AC-108765,1.0260823708636354e-11
CustomerID_AC-102090,1.0233113505427118e-11
CustomerID_AC-102696,1.020611067716083e-11
CustomerID_AC-105550,1.0158877562749026e-11
TransactionDate_2024-12-16,1.013841865549328e-11
CustomerID_AC-105834,1.0088345574143944e-11
TransactionDate_2024-01-13,9.905522837543796e-12
CustomerID_AC-109817,9.869945402437772e-12
CustomerID_AC-102615,9.841313592187196e-12
CustomerID_AC-103792,9.53866014289151e-12
CustomerID_AC-101879,9.385383619032794e-12
CustomerID_AC-108091,9.31512015154595e-12
CustomerID_AC-102907,9.043562362244942e-12
CustomerID_AC-100618,9.027686972014634e-12
CustomerID_AC-100277,8.991551618976754e-12
TransactionDate_2025-02-06,8.696347480006094e-12
CustomerID_AC-109168,8.66785979503227e-12
CustomerID_AC-106454,8.595839858168962e-12
CustomerID_AC-100049,8.490851745773792e-12
CustomerID_AC-107703,8.475588741116766e-12
CustomerID_AC-109875,8.394486804014736e-12
CustomerID_AC-101301,8.353965121235782e-12
CustomerID_AC-105226,8.339157826983416e-12
CustomerID_AC-108141,8.334616647532512e-12
CustomerID_AC-100486,8.291350502749668e-12
CustomerID_AC-100890,8.28937443428361e-12
TransactionDate_2024-10-19,8.2831871336359e-12
CustomerID_AC-109120,8.260546827521984e-12
TransactionDate_2024-10-11,8.218858195527635e-12
CustomerID_AC-105412,8.217765799162647e-12
CustomerID_AC-102477,8.158741629249051e-12
CustomerID_AC-105486,8.068083480311516e-12
CustomerID_AC-104088,7.860931405779835e-12
CustomerID_AC-109533,7.833843411625257e-12
CustomerID_AC-101913,7.673969062120204e-12
CustomerID_AC-107190,7.458881131514586e-12
CustomerID_AC-104710,7.411071401609856e-12
CustomerID_AC-106665,7.323635722671373e-12
CustomerID_AC-100051,7.283663834753972e-12
CustomerID_AC-105349,7.281587789687754e-12
CustomerID_AC-100057,7.280543157712822e-12
CustomerID_AC-102645,7.270535442361493e-12
CustomerID_AC-105703,7.202894503995798e-12
CustomerID_AC-102368,7.163764704375528e-12
TransactionDate_2024-01-04,7.0885275192120255e-12
CustomerID_AC-102203,6.933009077072679e-12
CustomerID_AC-100910,6.9280792419186305e-12
CustomerID_AC-107345,6.890007362405909e-12
CustomerID_AC-103209,6.831829578904204e-12
TransactionDate_2024-06-03,6.8128304516000775e-12
CustomerID_AC-102796,6.744813724596533e-12
CustomerID_AC-103325,6.703347379814522e-12
CustomerID_AC-100635,6.6944698858906e-12
CustomerID_AC-104585,6.6304415442684375e-12
CustomerID_AC-103202,6.575941765256377e-12
CustomerID_AC-106061,6.5470289347151e-12
CustomerID_AC-107541,6.460239339410882e-12
CustomerID_AC-103767,6.433170560912574e-12
CustomerID_AC-103149,6.332273432070397e-12
CustomerID_AC-108436,6.324952611297253e-12
CustomerID_AC-109836,6.324449796564579e-12
CustomerID_AC-107507,6.2658297999031145e-12
CustomerID_AC-100403,6.236039048245597e-12
CustomerID_AC-107949,6.164510042125723e-12
CustomerID_AC-101127,6.153965828537833e-12
TransactionDate_2024-11-17,6.1528752230294886e-12
CustomerID_AC-105266,6.147370838730095e-12
CustomerID_AC-108632,6.133316865932195e-12
CustomerID_AC-108362,6.118776511252564e-12
CustomerID_AC-106417,5.988958569021873e-12
CustomerID_AC-109184,5.942100156931878e-12
CustomerID_AC-106525,5.93511096129681e-12
TransactionDate_2025-06-04,5.8803490702336055e-12
TransactionDate_2025-05-29,5.825279336073366e-12
CustomerID_AC-107438,5.653358744331602e-12
CustomerID_AC-103496,5.62203477083703e-12
CustomerID_AC-106159,5.581411505474689e-12
TransactionDate_2025-01-18,5.49095043499528e-12
CustomerID_AC-102999,5.369296350114995e-12
TransactionDate_2024-06-02,5.2737791450533344e-12
CustomerID_AC-101071,5.26182608190772e-12
CustomerID_AC-104877,5.245702145097663e-12
CustomerID_AC-100553,5.206677980490705e-12
CustomerID_AC-106953,5.19605943183401e-12
CustomerID_AC-109797,5.165867249379488e-12
CustomerID_AC-106088,5.087987212282318e-12
CustomerID_AC-107040,5.079357690381203e-12
CustomerID_AC-102578,5.055543344062282e-12
CustomerID_AC-104356,5.039853529498029e-12
CustomerID_AC-101215,4.918309884830406e-12
CustomerID_AC-107339,4.903509159942164e-12
CustomerID_AC-109149,4.890655206572201e-12
CustomerID_AC-104464,4.84051902531216e-12
CustomerID_AC-106374,4.8337642314788285e-12
CustomerID_AC-103421,4.806317166795537e-12
CustomerID_AC-107523,4.775046597866468e-12
TransactionDate_2025-01-11,4.752345004217445e-12
CustomerID_AC-109549,4.749969627563945e-12
CustomerID_AC-107237,4.733047557703525e-12
CustomerID_AC-102424,4.711009432153103e-12
CustomerID_AC-105967,4.642837705298031e-12
CustomerID_AC-106974,4.6334660292248445e-12
CustomerID_AC-105504,4.5695958181742036e-12
CustomerID_AC-106359,4.449771473867955e-12
CustomerID_AC-101503,4.429499932528135e-12
CustomerID_AC-108685,4.4137805806319195e-12
CustomerID_AC-105637,4.4137805806319195e-12
TransactionDate_2024-08-19,4.358509087535568e-12
CustomerID_AC-108546,4.327109903546845e-12
TransactionDate_2024-04-27,4.324283728390983e-12
CustomerID_AC-104926,4.284191179694308e-12
CustomerID_AC-108347,4.283419666274037e-12
CustomerID_AC-102913,4.245898667764476e-12
CustomerID_AC-100507,4.241978193251876e-12
CustomerID_AC-107353,4.193067492592143e-12
CustomerID_AC-104984,4.172583191587313e-12
CustomerID_AC-104766,4.164684712366499e-12
CustomerID_AC-108108,4.110533074612108e-12
CustomerID_AC-100472,4.10055175678257e-12
CustomerID_AC-100789,3.894480716913864e-12
CustomerID_AC-103354,3.875903870483322e-12
CustomerID_AC-105857,3.872971793915598e-12
CustomerID_AC-108461,3.793057827577831e-12
CustomerID_AC-101635,3.791620577942838e-12
CustomerID_AC-100197,3.724964905875944e-12
CustomerID_AC-101029,3.713051201204686e-12
CustomerID_AC-107699,3.690270625084861e-12
CustomerID_AC-103221,3.576553972043551e-12
TransactionDate_2025-02-13,3.5639361873977875e-12
CustomerID_AC-104745,3.5627645387078027e-12
CustomerID_AC-101015,3.5610992979622e-12
CustomerID_AC-107282,3.4314794049699785e-12
CustomerID_AC-104744,3.391024179080198e-12
CustomerID_AC-101103,3.3107886163012724e-12
TransactionDate_2025-05-15,3.302781507475188e-12
CustomerID_AC-100235,3.219760244655132e-12
CustomerID_AC-104865,3.1585448936664513e-12
CustomerID_AC-105255,3.1555415546027175e-12
CustomerID_AC-101114,3.0860717748233596e-12
CustomerID_AC-105168,3.0344561193385588e-12
CustomerID_AC-100991,3.031465413747444e-12
TransactionDate_2024-02-03,3.0276761973911504e-12
CustomerID_AC-106948,3.01717999895091e-12
CustomerID_AC-109862,3.008932594606068e-12
CustomerID_AC-102220,2.986446263874771e-12
CustomerID_AC-107139,2.9763923972393584e-12
TransactionDate_2025-05-20,2.9714494616714642e-12
CustomerID_AC-107804,2.9317504013126764e-12
CustomerID_AC-100568,2.9154448076442457e-12
TransactionDate_2024-08-24,2.773863637523649e-12
CustomerID_AC-104648,2.7326220902202345e-12
TransactionDate_2024-03-05,2.7142235813776693e-12
CustomerID_AC-102773,2.648294607019339e-12
CustomerID_AC-104821,2.609766977135978e-12
CustomerID_AC-105860,2.596441877541042e-12
CustomerID_AC-100480,2.554367950544739e-12
CustomerID_AC-105755,2.5417172767152715e-12
TransactionDate_2024-11-16,2.50899764416036e-12
CustomerID_AC-101097,2.423994024379281e-12
CustomerID_AC-109872,2.410379838479906e-12
CustomerID_AC-101952,2.343424406146532e-12
CustomerID_AC-105071,2.3359832665895306e-12
CustomerID_AC-100620,2.313805233164585e-12
CustomerID_AC-103523,2.2912382630710075e-12
CustomerID_AC-101977,2.2892496785141823e-12
CustomerID_AC-100423,2.2522499860970025e-12
CustomerID_AC-100079,2.2177524392034017e-12
CustomerID_AC-103249,2.171479707895411e-12
CustomerID_AC-103736,2.122570889551241e-12
CustomerID_AC-102246,2.1072772031452035e-12
CustomerID_AC-102044,2.101389417828869e-12
CustomerID_AC-104563,2.098688908766293e-12
CustomerID_AC-103800,2.0396735840383242e-12
CustomerID_AC-106956,2.0264706989982144e-12
CustomerID_AC-101025,2.0176194256643865e-12
CustomerID_AC-107678,2.014492414747733e-12
CustomerID_AC-108390,2.001962670671795e-12
CustomerID_AC-105984,1.9613046408528393e-12
CustomerID_AC-102666,1.9265285389241617e-12
CustomerID_AC-102181,1.9026514259957084e-12
CustomerID_AC-107316,1.885947005504093e-12
CustomerID_AC-107387,1.8647868697695855e-12
TransactionDate_2025-03-24,1.8565873750489054e-12
CustomerID_AC-103768,1.8352951395326603e-12
CustomerID_AC-107359,1.8219196237490563e-12
CustomerID_AC-107356,1.6753186896560946e-12
CustomerID_AC-105526,1.6497917889468263e-12
CustomerID_AC-105822,1.611436386634272e-12
CustomerID_AC-107067,1.6002701665397697e-12
CustomerID_AC-107058,1.58476746696759e-12
CustomerID_AC-105409,1.4434337429814725e-12
TransactionDate_2025-06-27,1.4426132540475051e-12
CustomerID_AC-105029,1.436854716564964e-12
CustomerID_AC-108650,1.3977889353766724e-12
CustomerID_AC-104510,1.361487021601385e-12
TransactionDate_2024-02-09,1.2919679568277738e-12
CustomerID_AC-108871,1.2725043506532267e-12
CustomerID_AC-105995,1.2706261325118931e-12
CustomerID_AC-109758,1.2421322480301253e-12
CustomerID_AC-101647,1.2103036868197394e-12
CustomerID_AC-103919,1.207002197871183e-12
CustomerID_AC-102363,1.1912037051387104e-12
CustomerID_AC-106919,1.1569823224703548e-12
CustomerID_AC-102136,1.1287348345643137e-12
TransactionDate_2025-03-16,1.1034451451579799e-12
CustomerID_AC-107480,1.0914061511694824e-12
CustomerID_AC-107473,1.0765693355969881e-12
CustomerID_AC-100669,1.0282971025709778e-12
CustomerID_AC-107906,1.0075874010469163e-12
TransactionDate_2024-10-27,1.0053159966835344e-12
CustomerID_AC-108235,9.915832884330337e-13
TransactionDate_2024-04-04,9.749147625170104e-13
CustomerID_AC-104079,9.51789080186285e-13
CustomerID_AC-103941,9.437953085179362e-13
TransactionDate_2024-11-01,9.376721310757375e-13
CustomerID_AC-107776,9.075169856088055e-13
CustomerID_AC-100800,8.945510971364841e-13
CustomerID_AC-106069,8.892458805625113e-13
TransactionDate_2025-06-29,8.890562215549932e-13
CustomerID_AC-103238,8.763848797589607e-13
CustomerID_AC-108989,8.759937249710741e-13
CustomerID_AC-107494,8.677367418527663e-13
CustomerID_AC-109038,8.647670010614416e-13
CustomerID_AC-102846,8.376574551771686e-13
CustomerID_AC-108740,7.582946372402473e-13
CustomerID_AC-108271,7.53680454532665e-13
CustomerID_AC-103654,7.285697429175022e-13
CustomerID_AC-105049,7.043372102141746e-13
CustomerID_AC-101104,6.848661844533688e-13
CustomerID_AC-103084,6.810140740366586e-13
CustomerID_AC-108869,6.665541103366626e-13
TransactionDate_2024-10-21,6.450545583335993e-13
CustomerID_AC-109424,6.359388199638909e-13
CustomerID_AC-105608,6.324357701153218e-13
CustomerID_AC-103624,6.117650465108866e-13
CustomerID_AC-108260,6.051518434098697e-13
CustomerID_AC-100931,5.971459256493002e-13
CustomerID_AC-102067,5.896924685947714e-13
CustomerID_AC-104340,5.732655801258255e-13
CustomerID_AC-105221,5.717561649820756e-13
CustomerID_AC-106984,5.598575466372029e-13
CustomerID_AC-101177,5.420344246104814e-13
CustomerID_AC-107623,5.281680477568557e-13
CustomerID_AC-107552,5.191073790386713e-13
CustomerID_AC-106033,5.066176747495536e-13
CustomerID_AC-100664,5.028991869255123e-13
CustomerID_AC-105577,4.276906168704201e-13
CustomerID_AC-109643,4.221013338074892e-13
CustomerID_AC-103574,4.0080917176501816e-13
CustomerID_AC-102378,3.931906851687415e-13
TransactionDate_2025-04-01,3.7700507549811854e-13
CustomerID_AC-106098,3.625092054646969e-13
CustomerID_AC-107848,3.150323904165653e-13
CustomerID_AC-105201,3.1464492556631517e-13
TransactionDate_2025-02-17,3.0999147408800987e-13
CustomerID_AC-100375,2.827806434974528e-13
CustomerID_AC-106011,2.629839889184145e-13
CustomerID_AC-109859,2.5793499335869096e-13
CustomerID_AC-100771,2.476485326036736e-13
CustomerID_AC-103866,2.397083085727699e-13
CustomerID_AC-104789,2.32453818001897e-13
CustomerID_AC-109663,2.1687284684552378e-13
CustomerID_AC-100308,2.0491236129100317e-13
CustomerID_AC-101923,1.9655835863969196e-13
TransactionDate_2025-05-16,1.6108085120786885e-13
CustomerID_AC-102014,1.552198666481945e-13
CustomerID_AC-102944,1.5440739594854884e-13
CustomerID_AC-109307,1.4453501479678156e-13
CustomerID_AC-101082,1.3898291552918692e-13
CustomerID_AC-109056,1.344781839176235e-13
TransactionDate_2025-05-27,1.3196429649757103e-13
CustomerID_AC-109137,1.1943032666243963e-13
CustomerID_AC-106602,1.1737067815378095e-13
CustomerID_AC-107922,1.096494599942648e-13
TransactionDate_2025-01-15,0.0
CustomerID_AC-103576,0.0
TransactionDate_2025-01-17,0.0
CustomerID_AC-103622,0.0
CustomerID_AC-103700,0.0
CustomerID_AC-103660,0.0
CustomerID_AC-103708,0.0
CustomerID_AC-103277,0.0
CustomerID_AC-103544,0.0
CustomerID_AC-103420,0.0
CustomerID_AC-102728,0.0
CustomerID_AC-102769,0.0
CustomerID_AC-102778,0.0
CustomerID_AC-102805,0.0
CustomerID_AC-102850,0.0
CustomerID_AC-102853,0.0
CustomerID_AC-102856,0.0
CustomerID_AC-102867,0.0
CustomerID_AC-102876,0.0
CustomerID_AC-102919,0.0
CustomerID_AC-102983,0.0
CustomerID_AC-103026,0.0
CustomerID_AC-103034,0.0
CustomerID_AC-103045,0.0
CustomerID_AC-103212,0.0
CustomerID_AC-103260,0.0
CustomerID_AC-103802,0.0
CustomerID_AC-103280,0.0
CustomerID_AC-103319,0.0
CustomerID_AC-103334,0.0
CustomerID_AC-103400,0.0
CustomerID_AC-103722,0.0
CustomerID_AC-104019,0.0
CustomerID_AC-103828,0.0
TransactionDate_2025-01-06,0.0
CustomerID_AC-104456,0.0
CustomerID_AC-104457,0.0
CustomerID_AC-104477,0.0
CustomerID_AC-104505,0.0
CustomerID_AC-104522,0.0
CustomerID_AC-104538,0.0
CustomerID_AC-104554,0.0
CustomerID_AC-104559,0.0
CustomerID_AC-104567,0.0
CustomerID_AC-104631,0.0
CustomerID_AC-104694,0.0
CustomerID_AC-104711,0.0
CustomerID_AC-104734,0.0
CustomerID_AC-104763,0.0
CustomerID_AC-104776,0.0
CustomerID_AC-104792,0.0
CustomerID_AC-104796,0.0
CustomerID_AC-104817,0.0
CustomerID_AC-104850,0.0
CustomerID_AC-104864,0.0
CustomerID_AC-104890,0.0
CustomerID_AC-104910,0.0
CustomerID_AC-105008,0.0
CustomerID_AC-104445,0.0
CustomerID_AC-104418,0.0
CustomerID_AC-104414,0.0
CustomerID_AC-102709,0.0
CustomerID_AC-103830,0.0
CustomerID_AC-103846,0.0
CustomerID_AC-103855,0.0
CustomerID_AC-103895,0.0
CustomerID_AC-103896,0.0
CustomerID_AC-103900,0.0
CustomerID_AC-103942,0.0
CustomerID_AC-103990,0.0
CustomerID_AC-104003,0.0
CustomerID_AC-104018,0.0
CustomerID_AC-104035,0.0
CustomerID_AC-104401,0.0
CustomerID_AC-104057,0.0
CustomerID_AC-104083,0.0
CustomerID_AC-104092,0.0
CustomerID_AC-104111,0.0
CustomerID_AC-104115,0.0
CustomerID_AC-104131,0.0
CustomerID_AC-104176,0.0
CustomerID_AC-104268,0.0
CustomerID_AC-104331,0.0
CustomerID_AC-104369,0.0
CustomerID_AC-102718,0.0
TransactionDate_2024-02-23,0.0
CustomerID_AC-102701,0.0
CustomerID_AC-100586,0.0
CustomerID_AC-100662,0.0
CustomerID_AC-100733,0.0
CustomerID_AC-100740,0.0
CustomerID_AC-100757,0.0
CustomerID_AC-100780,0.0
CustomerID_AC-100802,0.0
CustomerID_AC-100835,0.0
CustomerID_AC-100934,0.0
CustomerID_AC-100955,0.0
CustomerID_AC-100959,0.0
CustomerID_AC-100995,0.0
CustomerID_AC-101061,0.0
CustomerID_AC-101069,0.0
CustomerID_AC-101110,0.0
CustomerID_AC-101187,0.0
CustomerID_AC-101228,0.0
CustomerID_AC-101236,0.0
